root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,threshold,features
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,p_0.05,0.01,"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,p_0.1,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,p_0.15,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Beta GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,p_0.2,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,p_0.25,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,0.6666666666666666,0.011428571428571429,0.02247191011235955,"[[721   1]
 [173   2]]",l2,10.0,f_0.1,0.01,"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,0.6666666666666666,0.011428571428571429,0.02247191011235955,"[[721   1]
 [173   2]]",none,0.001,f_0.5,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,f_1,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,f_2,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR', 'EPS GR']"
0.4404315305588008,0.1939799331103679,0.1939799331103679,0.8060200668896321,0.8060200668896321,1.0,0.005714285714285714,0.011363636363636362,"[[722   0]
 [174   1]]",l2,0.001,f_5,0.01,['Spread Close-Open GR']
