accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",25,32,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",25,32,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",25,32,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",50,32,0.01
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",50,32,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",50,32,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",50,32,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",50,32,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",100,32,0.01
0.08181818181818182,0.08181818181818182,1.0,0.15126050420168066,"[[  0 808]
 [  0  72]]",100,32,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",100,32,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",100,32,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",100,32,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",25,64,0.01
0.08181818181818182,0.08181818181818182,1.0,0.15126050420168066,"[[  0 808]
 [  0  72]]",25,64,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",25,64,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",25,64,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",25,64,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",50,64,0.01
0.08181818181818182,0.08181818181818182,1.0,0.15126050420168066,"[[  0 808]
 [  0  72]]",50,64,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",50,64,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",50,64,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",50,64,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",100,64,0.01
0.08181818181818182,0.08181818181818182,1.0,0.15126050420168066,"[[  0 808]
 [  0  72]]",100,64,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",100,64,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",100,64,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",100,64,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",25,100,0.01
0.08181818181818182,0.08181818181818182,1.0,0.15126050420168066,"[[  0 808]
 [  0  72]]",25,100,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",25,100,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",25,100,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",25,100,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",50,100,0.01
0.08181818181818182,0.08181818181818182,1.0,0.15126050420168066,"[[  0 808]
 [  0  72]]",50,100,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",50,100,0.03
0.010227272727272727,0.010227272727272727,1.0,0.020247469066366704,"[[  0 871]
 [  0   9]]",50,100,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",50,100,0.05
0.21818181818181817,0.21818181818181817,1.0,0.3582089552238806,"[[  0 688]
 [  0 192]]",100,100,0.01
0.08181818181818182,0.08181818181818182,1.0,0.15126050420168066,"[[  0 808]
 [  0  72]]",100,100,0.02
0.026136363636363635,0.026136363636363635,1.0,0.05094130675526024,"[[  0 857]
 [  0  23]]",100,100,0.03
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",100,100,0.04
0.004545454545454545,0.004545454545454545,1.0,0.009049773755656108,"[[  0 876]
 [  0   4]]",100,100,0.05
