accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",50,32,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",50,32,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",50,32,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",50,32,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",50,32,0.05
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",100,32,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",100,32,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",100,32,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",100,32,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",100,32,0.05
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",25,64,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",25,64,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",25,64,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",25,64,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",25,64,0.05
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",50,64,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",50,64,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",50,64,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",50,64,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",50,64,0.05
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",100,64,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",100,64,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",100,64,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",100,64,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",100,64,0.05
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",25,100,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",25,100,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",25,100,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",25,100,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",25,100,0.05
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",50,100,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",50,100,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",50,100,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",50,100,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",50,100,0.05
0.23732718894009217,0.23732718894009217,1.0,0.3836126629422719,"[[  0 662]
 [  0 206]]",100,100,0.01
0.11981566820276497,0.11981566820276497,1.0,0.2139917695473251,"[[  0 764]
 [  0 104]]",100,100,0.02
0.055299539170506916,0.055299539170506916,1.0,0.10480349344978167,"[[  0 820]
 [  0  48]]",100,100,0.03
0.029953917050691243,0.029953917050691243,1.0,0.058165548098434,"[[  0 842]
 [  0  26]]",100,100,0.04
0.01728110599078341,0.01728110599078341,1.0,0.03397508493771235,"[[  0 853]
 [  0  15]]",100,100,0.05
