root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.001,p_0.01,0.01,"['Revenue GR', 'Income GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.001,p_0.05,0.01,"['Revenue GR', 'Income GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.001,p_0.1,0.01,"['Revenue GR', 'Income GR', 'Expenditure GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.001,p_0.15,0.01,"['Revenue GR', 'Income GR', 'Expenditure GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.001,p_0.2,0.01,"['Revenue GR', 'Income GR', 'Expenditure GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.001,p_0.25,0.01,"['Revenue GR', 'Income GR', 'Expenditure GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.01,f_0.1,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",none,0.001,f_0.5,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Revenue GR', 'Income GR', 'Expenditure GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",none,0.001,f_1,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Revenue GR', 'Income GR', 'Expenditure GR']"
0.5156509999575539,0.2658959537572254,0.2658959537572254,0.7341040462427746,0.7341040462427746,0.0,0.0,0.0,"[[508   0]
 [184   0]]",l2,0.001,f_2,0.01,"['Revenue GR', 'Income GR', 'Expenditure GR']"
